,avg_pushes_per_customer,has_geographic_targeting,has_cx,has_new_verticals_grocery,has_cart_abandonment,has_mx,has_reminders_notifications,has_multichannel,has_offers_promos,has_technical_automation,has_communication_channels,has_new_customer_experience,has_engagement_recommendations,has_dashpass,has_occasions_seasonal,has_other,has_churned_reengagement,has_customer_segments,has_partnerships,target_open_rate,target_avg_ordered,target_uninstall_rate,target_unsubscribed_rate
has_engagement_recommendations,0.2281407861485345,0.152065230951669,0.20841538541285082,-0.02856177926814041,-0.03531537693418779,-0.037789125649235554,0.011896834839727252,0.020424921514100126,0.11505703839324297,0.43303648965552516,0.15537750424490632,0.06333424547697333,1.0,-0.11104074110866957,-0.01334404517100267,0.012212411389311712,0.12206822847456338,-0.023196272823504286,-0.07604684717846957,0.1515142609426219,0.020258512071591576,0.1515142609426218,-0.018073416336803518
has_dashpass,-0.14562291492326906,-0.33134572824840425,0.10898130360642258,-0.15097035686545604,-0.04804431271615159,-0.05140968970387052,-0.20908816782866513,-0.11369704760256692,-0.049474574221519546,-0.22019271719861078,-0.1611621163845844,-0.11159254568756388,-0.11104074110866957,1.0,-0.138290267722744,0.4946236584429284,-0.11926330983031513,-0.0800580748727063,-0.10345687414659371,-0.1701838546274187,0.17173515917668952,0.02667860786585574,-0.10340474976861169
has_occasions_seasonal,-0.026268123475107912,0.29071433010769404,0.35109335054198487,-0.09904462260762269,-0.037731703695222815,0.011141134518106622,-0.17405994572461056,0.2802163784210624,0.02074464200177107,0.18423649622067934,-0.030233539541159152,-0.09225827621271557,-0.01334404517100267,-0.138290267722744,1.0,0.07824496846180765,0.3566376996194303,0.4438002283489215,-0.08125007726920648,-0.04291705815456235,-0.018044933396535366,-0.11753343242864375,0.010058500568114599
has_other,-0.11683649284489993,-0.09458591467889918,0.21635273413616113,-0.1468450664635137,-0.06406556176117095,-0.06855318485467085,-0.19050346926179706,-0.13442686349441826,0.09958307552948044,-0.11546996408711671,0.021337732587671916,-0.07718702038107011,0.012212411389311712,0.4946236584429284,0.07824496846180765,1.0,-0.15303831075628116,-0.08319128873512886,-0.06330334665586343,-0.029329436212104217,0.14417767139586063,0.014047340689886997,-0.00895066822831412
has_churned_reengagement,0.2442319145933664,0.23708334694647523,0.30936333140360933,-0.07794706439824894,-0.03733581481148958,-0.03995108985406664,-0.03556389555794135,0.1352424617747838,0.1528771095684995,0.26326172637992573,0.2461046943703717,-0.07316860569189738,0.12206822847456338,-0.11926330983031513,0.3566376996194303,-0.15303831075628116,1.0,0.4828519068663211,-0.026433449017105887,-0.011939457670224925,-0.01193945767022493,-0.07465058970509572,-0.11935714763984968
has_customer_segments,0.2196773455770142,0.17552281653430513,0.21048679748700821,-0.0686387928568787,-0.021843384999175246,0.05981759546088084,-0.10076561710834145,-0.05169245314685301,0.144695208163953,0.13124194558697286,0.011669896578900244,-0.055482137718054554,-0.023196272823504286,-0.0800580748727063,0.4438002283489215,-0.08319128873512886,0.4828519068663211,1.0,-0.047036750138285316,0.010393921963196547,-0.029771162194584398,-0.0699362463523653,-0.08961439609907633
has_partnerships,-0.10748870363533947,-0.2679808304528445,-0.19150051837458332,-0.08870004637832189,-0.02822761272224525,-0.030204882307407796,-0.13021666813818977,-0.06680075217953953,-0.2544176371278614,-0.13655180612635692,-0.03648156948546887,-0.08543544295910507,-0.07604684717846957,-0.10345687414659371,-0.08125007726920648,-0.06330334665586343,-0.026433449017105887,-0.047036750138285316,1.0,0.056127211458629304,-0.10293418927012124,-0.10293418927012121,-0.01841914217425293
target_open_rate,0.2277482535415531,0.08733269788812059,0.046252202403387656,0.10511530409779066,0.11470468453943809,0.0308547034543432,0.17106407485005795,0.037115455688820395,0.13875900715764256,0.11005194574470657,0.0815278507493143,0.16257279764280116,0.1515142609426219,-0.1701838546274187,-0.04291705815456235,-0.029329436212104217,-0.011939457670224925,0.010393921963196547,0.056127211458629304,1.0,0.16450731173978417,0.38631952986196516,0.3169205923221824
target_avg_ordered,0.09237380452218599,-0.05363664909554641,0.13540579444697218,0.19796000534987962,0.11470468453943786,0.00022645653911445814,0.03678423664071183,0.08105300826573883,0.12396424506219816,-0.0643931250079633,-0.09873129699260905,0.0008036130933027631,0.020258512071591576,0.17173515917668952,-0.018044933396535366,0.14417767139586063,-0.01193945767022493,-0.029771162194584398,-0.10293418927012124,0.16450731173978417,1.0,0.15711357113571137,-0.15653496855677734
target_uninstall_rate,0.1442879180472502,0.11701045514783986,0.05368166840701974,0.11672089175430175,0.11470468453943808,0.061482950369572,0.1800160640640145,0.022469604829847483,0.1461563882053645,0.11877419928234016,0.06255320361858549,0.1726833716771449,0.1515142609426218,0.02667860786585574,-0.11753343242864375,0.014047340689886997,-0.07465058970509572,-0.0699362463523653,-0.10293418927012121,0.38631952986196516,0.15711357113571137,1.0,0.4037207784833249
target_unsubscribed_rate,0.03807414703319115,0.16375329253589307,-0.010933593507183861,-0.02687829581302005,0.12996818424718254,0.01299053674742063,0.1204928891192872,-0.0005778446534264023,0.07290661190054966,0.11807172726211647,0.13306989354892185,0.28079105640578217,-0.018073416336803518,-0.10340474976861169,0.010058500568114599,-0.00895066822831412,-0.11935714763984968,-0.08961439609907633,-0.01841914217425293,0.3169205923221824,-0.15653496855677734,0.4037207784833249,1.0
