outcome,predictor,coefficient,p_value,lower_bound,upper_bound,ame,pseudo_r_squared,n_obs
unsubscribed_rate,has_geographic_targeting,0.5849653779366,0.8670501160994548,-6.263694895793328,7.433625651666527,0.0009369039339836561,0.05279629009634201,541
unsubscribed_rate,has_cx,-0.8584286035629427,0.8174372068348048,-8.146902613820595,6.43004540669471,-0.0013748935681615428,0.05279629009634201,541
unsubscribed_rate,has_new_verticals_grocery,-0.6689862366382241,0.9026949413909567,-11.39378368365972,10.055811210383272,-0.0010714751001130274,0.05279629009634201,541
unsubscribed_rate,has_cart_abandonment,1.8202228402464216,0.7957406109645015,-11.961450121970381,15.601895802463224,0.002915341666491943,0.05279629009634201,541
unsubscribed_rate,has_mx,-1.1984074572575425,0.9381861662114864,-31.486494442104327,29.089679527589244,-0.0019194172912941746,0.05279629009634201,541
unsubscribed_rate,has_reminders_notifications,-0.45036921102217853,0.8899936010815201,-6.8323569455538,5.931618523509442,-0.0007213293324131173,0.05279629009634201,541
unsubscribed_rate,has_multichannel,1.6228487794693658,0.7854356149507912,-10.06058020831189,13.306277767250624,0.0025992194804907143,0.05279629009634201,541
unsubscribed_rate,has_offers_promos,-0.23518667408657223,0.9452511081017841,-6.9476866571319675,6.4773133089588235,-0.0003766843790815314,0.05279629009634201,541
unsubscribed_rate,has_technical_automation,-0.12386094167761441,0.9706748073118183,-6.727507849229204,6.479785965873975,-0.0001983806356779879,0.05279629009634201,541
unsubscribed_rate,has_communication_channels,1.3349615175740297,0.7280119814953983,-6.188594508229854,8.858517543377914,0.0021381277332065585,0.05279629009634201,541
unsubscribed_rate,has_new_customer_experience,-0.06669979901677037,0.9817990917465299,-5.797060331339841,5.663660733306299,-0.00010682906450833459,0.05279629009634201,541
unsubscribed_rate,has_engagement_recommendations,0.8882710303071475,0.7965067513145029,-5.863095805051139,7.639637865665434,0.0014226903918212414,0.05279629009634201,541
unsubscribed_rate,has_dashpass,0.4520932209524564,0.9020473712527662,-6.747446655687456,7.651633097592368,0.0007240905756367791,0.05279629009634201,541
unsubscribed_rate,has_occasions_seasonal,0.005268981095751024,0.9992617568810134,-11.156044941461454,11.166582903652957,8.439010756683935e-06,0.05279629009634201,541
unsubscribed_rate,has_other,-0.0993847012526313,0.9720468538398512,-5.658275254499581,5.459505851994318,-0.00015917851054677733,0.05279629009634201,541
unsubscribed_rate,has_churned_reengagement,-1.426956958637907,0.7897829926570938,-11.917818811596742,9.063904894320927,-0.0022854713092406425,0.05279629009634201,541
unsubscribed_rate,has_customer_segments,0.11953108159841525,0.9905116354158164,-19.580522232199954,19.81958439539678,0.00019144575868388288,0.05279629009634201,541
unsubscribed_rate,has_partnerships,0.06948559160369705,0.9904689934640128,-11.331274737565616,11.470245920773012,0.00011129090128089823,0.05279629009634201,541
